symbol	alias	entrez
A1BG	A1BG	1
A1BG	ABG	1
A1BG	GAB	1
A1BG	HYST2477	1
A2M	A2M	2
A2M	A2MD	2
A2M	CPAMD5	2
A2M	FWP007	2
A2M	S863-7	2
NAT1	NAT1	9
NAT1	MNAT	9
NAT1	NATI	9
NAT2	NAT2	10
NAT2	NAT-2	10
NAT2	PNAT	10
SERPINA3	SERPINA3	12
SERPINA3	AACT	12
SERPINA3	GIG24	12
SERPINA3	GIG25	12
AADAC	AADAC	13
AADAC	CES5A1	13
AAMP	AAMP	14
AANAT	AANAT	15
AANAT	DSPS	15
AANAT	SNAT	15
AARS	AARS	16
AARS	CMT2N	16
AARS	EIEE29	16
ABAT	ABAT	18
ABAT	GABA-AT	18
ABAT	GABAT	18
ABAT	NPD009	18
ABCA1	ABCA1	19
ABCA1	ABC-1	19
ABCA1	CERP	19
ABCA1	HDLDT1	19
ABCA1	TGD	19
ABCA2	ABCA2	20
ABCA2	ABC2	20
ABCA3	ABCA3	21
ABCA3	ABC-C	21
ABCA3	ABC3	21
ABCA3	EST111653	21
ABCA3	LBM180	21
ABCA3	SMDP3	21
ABCB7	ABCB7	22
ABCB7	ABC7	22
ABCB7	ASAT	22
ABCB7	Atm1p	22
ABCB7	EST140535	22
ABCF1	ABCF1	23
ABCF1	ABC27	23
ABCF1	ABC50	23
ABCA4	ABCA4	24
ABCA4	ABC10	24
ABCA4	ABCR	24
ABCA4	ARMD2	24
ABCA4	CORD3	24
ABCA4	FFM	24
ABCA4	RP19	24
ABCA4	STGD	24
ABCA4	STGD1	24
ABL1	ABL1	25
ABL1	CHDSKM	25
ABL1	JTK7	25
ABL1	bcr/abl	25
ABL1	c-ABL	25
ABL1	c-ABL1	25
ABL1	v-abl	25
AOC1	AOC1	26
AOC1	DAO1	26
AOC1	KAO	26
ABL2	ABL2	27
ABL2	ABLL	27
ABO	ABO	28
ABO	A3GALT1	28
ABO	NAGAT	28
ABR	ABR	29
ABR	MDB	29
ACAA1	ACAA1	30
ACAA1	ACAA	30
ACAA1	PTHIO	30
ACAA1	THIO	30
ACACA	ACACA	31
ACACA	ACACD	31
ACACA	ACC	31
ACACB	ACACB	32
ACACB	ACCB	32
ACACB	HACC275	32
ACADL	ACADL	33
ACADL	ACAD4	33
ACADM	ACADM	34
ACADM	ACAD1	34
ACADM	MCADH	34
ACADS	ACADS	35
ACADS	ACAD3	35
ACADS	SCAD	35
ACADSB	ACADSB	36
ACADSB	2-MEBCAD	36
ACADSB	ACAD7	36
ACADSB	SBCAD	36
ACADVL	ACADVL	37
ACADVL	ACAD6	37
ACADVL	LCACD	37
ACADVL	VLCAD	37
ACAT1	ACAT1	38
ACAT1	THIL	38
ACAT2	ACAT2	39
ASIC2	ASIC2	40
ASIC2	ACCN	40
ASIC2	ACCN1a	40
ASIC2	BNaC1	40
ASIC2	MDEG	40
ASIC2	hBNaC1	40
ASIC1	ASIC1	41
ASIC1	ACCN2	41
ASIC1	ASIC	41
ASIC1	BNaC2	41
ACHE	ACHE	43
ACHE	ACEE	43
ACHE	ARACHE	43
ACHE	N-ACHE	43
ACHE	YT	43
ACLY	ACLY	47
ACLY	ACL	47
ACLY	ATPCL	47
ACLY	CLATP	47
ACO1	ACO1	48
ACO1	ACONS	48
ACO1	HEL60	48
ACO1	IREB1	48
ACO1	IREBP	48
ACO1	IREBP1	48
ACO1	IRP1	48
ACR	ACR	49
ACO2	ACO2	50
ACO2	ACONM	50
ACO2	ICRD	50
ACO2	OCA8	50
ACO2	OPA9	50
ACOX1	ACOX1	51
ACOX1	ACOX	51
ACOX1	PALMCOX	51
ACOX1	SCOX	51
ACP1	ACP1	52
ACP1	HAAP	52
ACP1	LMW-PTP	52
ACP1	LMWPTP	52
ACP2	ACP2	53
ACP5	ACP5	54
ACP5	HPAP	54
ACP5	TRACP5a	54
ACP5	TRACP5b	54
ACP5	TrATPase	54
ACPP	ACPP	55
ACPP	5'-NT	55
ACPP	ACP-3	55
ACPP	ACP3	55
ACRV1	ACRV1	56
ACRV1	D11S4365	56
ACRV1	SP-10	56
ACRV1	SPACA2	56
ACTA1	ACTA1	58
ACTA1	ACTA	58
ACTA1	ASMA	58
ACTA1	CFTD1	58
ACTA1	CFTDM	58
ACTA1	MPFD	58
ACTA1	NEM3	58
ACTA1	SHPM	58
ACTA2	ACTA2	59
ACTA2	ACTSA	59
ACTB	ACTB	60
ACTB	BRWS1	60
ACTB	PS1TP5BP1	60
ACTC1	ACTC1	70
ACTC1	ACTC	70
ACTC1	ASD5	70
ACTC1	CMD1R	70
ACTC1	CMH11	70
ACTC1	LVNC4	70
ACTG1	ACTG1	71
ACTG1	ACTG	71
ACTG1	DFNA20	71
ACTG1	DFNA26	71
ACTG1	HEL-176	71
ACTG2	ACTG2	72
ACTG2	ACTA3	72
ACTG2	ACTE	72
ACTG2	ACTL3	72
ACTG2	ACTSG	72
ACTG2	VSCM	72
ACTN4	ACTN4	81
ACTN4	ACTININ-4	81
ACTN4	FSGS	81
ACTN4	FSGS1	81
ACTL6A	ACTL6A	86
ACTL6A	ARPN-BETA	86
ACTL6A	Arp4	86
ACTL6A	BAF53A	86
ACTL6A	INO80K	86
ACTN1	ACTN1	87
ACTN1	BDPLT15	87
ACTN2	ACTN2	88
ACTN2	CMD1AA	88
ACTN2	CMH23	88
ACTN3	ACTN3	89
ACTN3	ACTN3D	89
ACVR1	ACVR1	90
ACVR1	ACTRIA	90
ACVR1	ACVRLK2	90
ACVR1	ALK2	90
ACVR1	SKR1	90
ACVR1	TSRI	90
ACVR1B	ACVR1B	91
ACVR1B	ACTRIB	91
ACVR1B	ALK4	91
ACVR1B	SKR2	91
ACVR2A	ACVR2A	92
ACVR2A	ACTRII	92
ACVR2A	ACVR2	92
ACVR2B	ACVR2B	93
ACVR2B	ACTRIIB	93
ACVR2B	ActR-IIB	93
ACVR2B	HTX4	93
ACVRL1	ACVRL1	94
ACVRL1	ACVRLK1	94
ACVRL1	ALK-1	94
ACVRL1	HHT	94
ACVRL1	HHT2	94
ACVRL1	ORW2	94
ACVRL1	SKR3	94
ACVRL1	TSR-I	94
ACYP1	ACYP1	97
ACYP1	ACYPE	97
ACYP2	ACYP2	98
ACYP2	ACYM	98
ACYP2	ACYP	98
ADA	ADA	100
ADAM8	ADAM8	101
ADAM8	CD156	101
ADAM8	CD156a	101
ADAM8	MS2	101
ADAM10	ADAM10	102
ADAM10	AD10	102
ADAM10	AD18	102
ADAM10	CD156c	102
ADAM10	CDw156	102
ADAM10	HsT18717	102
ADAM10	kuz	102
ADAR	ADAR	103
ADAR	ADAR1	103
ADAR	AGS6	103
ADAR	DRADA	103
ADAR	DSH	103
ADAR	DSRAD	103
ADAR	G1P1	103
ADAR	IFI4	103
ADAR	K88DSRBP	103
ADAR	P136	103
ADARB1	ADARB1	104
ADARB1	ADAR2	104
ADARB1	DRABA2	104
ADARB1	DRADA2	104
ADARB1	RED1	104
ADARB2	ADARB2	105
ADARB2	ADAR3	105
ADARB2	RED2	105
ADCY1	ADCY1	107
ADCY1	AC1	107
ADCY1	DFNB44	107
ADCY2	ADCY2	108
ADCY2	AC2	108
ADCY2	HBAC2	108
ADCY3	ADCY3	109
ADCY3	AC-III	109
ADCY3	AC3	109
ADCY3	BMIQ19	109
ADCY5	ADCY5	111
ADCY5	AC5	111
ADCY5	FDFM	111
ADCY6	ADCY6	112
ADCY6	AC6	112
ADCY6	LCCS8	112
ADCY7	ADCY7	113
ADCY7	AC7	113
ADCY8	ADCY8	114
ADCY8	AC8	114
ADCY8	HBAC1	114
ADCY9	ADCY9	115
ADCY9	AC9	115
ADCY9	ACIX	115
ADCYAP1	ADCYAP1	116
ADCYAP1R1	ADCYAP1R1	117
ADCYAP1R1	PAC1R	117
ADCYAP1R1	PACAPR	117
ADCYAP1R1	PACAPRI	117
ADD1	ADD1	118
ADD1	ADDA	118
ADD2	ADD2	119
ADD2	ADDB	119
ADD3	ADD3	120
ADD3	ADDL	120
PLIN2	PLIN2	123
PLIN2	ADFP	123
PLIN2	ADRP	123
ADH1A	ADH1A	124
ADH1A	ADH1	124
ADH1B	ADH1B	125
ADH1B	ADH2	125
ADH1B	HEL-S-117	125
ADH1C	ADH1C	126
ADH1C	ADH3	126
ADH4	ADH4	127
ADH4	ADH-2	127
ADH4	HEL-S-4	127
ADH5	ADH5	128
ADH5	ADH-3	128
ADH5	ADHX	128
ADH5	GSH-FDH	128
ADH5	GSNOR	128
ADH5	HEL-S-60p	128
ADH6	ADH6	130
ADH6	ADH-5	130
ADH7	ADH7	131
ADK	ADK	132
ADK	AK	132
ADM	ADM	133
ADORA1	ADORA1	134
ADORA1	RDC7	134
ADORA2A	ADORA2A	135
ADORA2A	A2aR	135
ADORA2A	RDC8	135
ADORA2B	ADORA2B	136
ADPRH	ADPRH	141
PARP1	PARP1	142
PARP1	ADPRT	142
PARP1	ADPRT 1	142
PARP1	ADPRT1	142
PARP1	ARTD1	142
PARP1	PARP-1	142
PARP1	PPOL	142
PARP1	pADPRT-1	142
PARP4	PARP4	143
PARP4	ADPRTL1	143
PARP4	ARTD4	143
PARP4	PARP-4	143
PARP4	PH5P	143
PARP4	VAULT3	143
PARP4	VPARP	143
PARP4	VWA5C	143
PARP4	p193	143
ADRA1D	ADRA1D	146
ADRA1D	ADRA1R	146
ADRA1D	ALPHA1	146
ADRA1D	dJ779E11.2	146
ADRA1B	ADRA1B	147
ADRA1B	ALPHA1BAR	147
ADRA1A	ADRA1A	148
ADRA1A	ADRA1C	148
ADRA1A	ADRA1L1	148
ADRA1A	ALPHA1AAR	148
ADRA2A	ADRA2A	150
ADRA2A	ADRA2	150
ADRA2A	ADRA2R	150
ADRA2A	ADRAR	150
ADRA2A	ALPHA2AAR	150
ADRA2B	ADRA2B	151
ADRA2B	ADRA2L1	151
ADRA2B	ADRA2RL1	151
ADRA2B	ADRARL1	151
ADRA2B	ALPHA2BAR	151
ADRA2B	FAME2	151
ADRA2B	alpha-2BAR	151
ADRA2C	ADRA2C	152
ADRA2C	ADRA2L2	152
ADRA2C	ADRA2RL2	152
ADRA2C	ADRARL2	152
ADRA2C	ALPHA2CAR	152
ADRB1	ADRB1	153
ADRB1	ADRB1R	153
ADRB1	B1AR	153
ADRB1	BETA1AR	153
ADRB1	RHR	153
ADRB2	ADRB2	154
ADRB2	ADRB2R	154
ADRB2	ADRBR	154
ADRB2	B2AR	154
ADRB2	BETA2AR	154
ADRB3	ADRB3	155
ADRB3	BETA3AR	155
GRK2	GRK2	156
GRK2	ADRBK1	156
GRK2	BARK1	156
GRK2	BETA-ARK1	156
GRK3	GRK3	157
GRK3	ADRBK2	157
GRK3	BARK2	157
ADSL	ADSL	158
ADSL	AMPS	158
ADSL	ASASE	158
ADSS	ADSS	159
ADSS	ADEH 2	159
AP2A1	AP2A1	160
AP2A1	ADTAA	160
AP2A1	AP2-ALPHA	160
AP2A1	CLAPA1	160
AP2A2	AP2A2	161
AP2A2	ADTAB	161
AP2A2	CLAPA2	161
AP2A2	HIP-9	161
AP2A2	HIP9	161
AP2A2	HYPJ	161
AP1B1	AP1B1	162
AP1B1	ADTB1	162
AP1B1	AP105A	162
AP1B1	BAM22	162
AP1B1	CLAPB2	162
AP2B1	AP2B1	163
AP2B1	ADTB2	163
AP2B1	AP105B	163
AP2B1	AP2-BETA	163
AP2B1	CLAPB1	163
AP1G1	AP1G1	164
AP1G1	ADTG	164
AP1G1	CLAPG1	164
AEBP1	AEBP1	165
AEBP1	ACLP	165
AES	AES	166
AES	AES-1-2	166
AES	GRG	166
AES	GRG5	166
AES	Grg-5	166
AES	TLE5	166
CRISP1	CRISP1	167
CRISP1	AEGL1	167
CRISP1	CRISP-1	167
CRISP1	HEL-S-57	167
CRISP1	HSCRISP1D	167
CRISP1	HSCRISP1G	167
CRISP1	HUMARP	167
AFM	AFM	173
AFM	ALB2	173
AFM	ALBA	173
AFM	ALF	173
AFP	AFP	174
AFP	AFPD	174
AFP	FETA	174
AFP	HPAFP	174
AGA	AGA	175
AGA	AGU	175
AGA	ASRG	175
ACAN	ACAN	176
ACAN	AGCAN	176
ACAN	CSPG1	176
ACAN	CSPGCP	176
ACAN	SEDK	176
ACAN	SSOAOD	176
AGER	AGER	177
AGER	SCARJ1	177
AGL	AGL	178
AGL	GDE	178
AGRP	AGRP	181
AGRP	AGRT	181
AGRP	ASIP2	181
JAG1	JAG1	182
JAG1	AGS	182
JAG1	AHD	182
JAG1	AWS	182
JAG1	CD339	182
JAG1	HJ1	182
JAG1	JAGL1	182
AGT	AGT	183
AGT	ANHU	183
AGT	SERPINA8	183
AGT	hFLT1	183
AGTR1	AGTR1	185
AGTR1	AG2SB	185
AGTR1	AT1AR	185
AGTR1	AT1B	185
AGTR1	AT1BR	185
AGTR1	AT1R	185
AGTR1	AT2R1	185
AGTR1	HAT1R	185
AGTR2	AGTR2	186
AGTR2	AT2	186
AGTR2	ATGR2	186
AGTR2	MRX88	186
APLNR	APLNR	187
APLNR	AGTRL1	187
APLNR	APJ	187
APLNR	APJR	187
APLNR	HG11	187
AGXT	AGXT	189
AGXT	AGT11	189
AGXT	PH1	189
AGXT	SPAT	189
AGXT	SPT	189
AGXT	TLH6	189
NR0B1	NR0B1	190
NR0B1	AHC	190
NR0B1	AHCH	190
NR0B1	AHX	190
NR0B1	DAX-1	190
NR0B1	DAX1	190
NR0B1	GTD	190
NR0B1	NROB1	190
NR0B1	SRXY2	190
AHCY	AHCY	191
AHCY	SAHH	191
AHCY	adoHcyase	191
AHR	AHR	196
AHR	bHLHe76	196
AHSG	AHSG	197
AHSG	A2HS	197
AHSG	AHS	197
AHSG	APMR1	197
AHSG	FETUA	197
AHSG	HSGA	197
AIF1	AIF1	199
AIF1	AIF-1	199
AIF1	IBA1	199
AIF1	IRT-1	199
CRYBG1	CRYBG1	202
CRYBG1	ST4	202
AK1	AK1	203
AK1	HTL-S-58j	203
AK2	AK2	204
AK2	ADK2	204
AK4	AK4	205
AK4	AK 4	205
AK4	AK3L2	205
AKT1	AKT1	207
AKT1	AKT	207
AKT1	CWS6	207
AKT1	PKB-ALPHA	207
AKT1	PRKBA	207
AKT1	RAC	207
AKT1	RAC-ALPHA	207
AKT2	AKT2	208
AKT2	HIHGHH	208
AKT2	PKBB	208
AKT2	PKBBETA	208
AKT2	PRKBB	208
AKT2	RAC-BETA	208
ALAD	ALAD	210
ALAD	ALADH	210
ALAD	PBGS	210
ALAS1	ALAS1	211
ALAS1	ALAS	211
ALAS1	ALAS-H	211
ALAS1	ALAS3	211
ALAS1	ALASH	211
ALAS1	MIG4	211
ALAS2	ALAS2	212
ALAS2	ALAS-E	212
ALAS2	ALASE	212
ALAS2	ANH1	212
ALAS2	SIDBA1	212
ALAS2	XLDPP	212
ALAS2	XLEPP	212
ALAS2	XLSA	212
ALB	ALB	213
ALB	HSA	213
ALB	PRO0883	213
ALB	PRO0903	213
ALB	PRO1341	213
ALCAM	ALCAM	214
ALCAM	CD166	214
ALCAM	MEMD	214
ABCD1	ABCD1	215
ABCD1	ABC42	215
ABCD1	ALD	215
ABCD1	ALDP	215
ALDH1A1	ALDH1A1	216
ALDH1A1	ALDH-E1	216
ALDH1A1	ALDH1	216
ALDH1A1	ALDH11	216
ALDH1A1	HEL-9	216
ALDH1A1	HEL-S-53e	216
ALDH1A1	HEL12	216
ALDH1A1	PUMB1	216
ALDH1A1	RALDH1	216
ALDH2	ALDH2	217
ALDH2	ALDH-E2	217
ALDH2	ALDHI	217
ALDH2	ALDM	217
ALDH3A1	ALDH3A1	218
ALDH3A1	ALDH3	218
ALDH3A1	ALDHIII	218
ALDH1B1	ALDH1B1	219
ALDH1B1	ALDH5	219
ALDH1B1	ALDHX	219
ALDH1A3	ALDH1A3	220
ALDH1A3	ALDH1A6	220
ALDH1A3	ALDH6	220
ALDH1A3	MCOP8	220
ALDH1A3	RALDH3	220
ALDH3B1	ALDH3B1	221
ALDH3B2	ALDH3B2	222
ALDH3B2	ALDH8	222
ALDH9A1	ALDH9A1	223
ALDH9A1	ALDH9	223
ALDH9A1	TMABADH	223
ALDH3A2	ALDH3A2	224
ALDH3A2	ALDH10	224
ALDH3A2	SLS	224
ABCD2	ABCD2	225
ABCD2	ABC39	225
ABCD2	ALDL1	225
ABCD2	ALDR	225
ABCD2	ALDRP	225
ABCD2	hALDR	225
ALDOA	ALDOA	226
ALDOA	ALDA	226
ALDOA	GSD12	226
ALDOA	HEL-S-87p	226
ALDOB	ALDOB	229
ALDOB	ALDB	229
ALDOB	ALDO2	229
ALDOC	ALDOC	230
AKR1B1	AKR1B1	231
AKR1B1	ADR	231
AKR1B1	ALR2	231
ALK	ALK	238
ALK	CD246	238
ALK	NBLST3	238
ALOX12	ALOX12	239
ALOX12	12S-LOX	239
ALOX12	LOG12	239
ALOX5	ALOX5	240
ALOX5	5-LO	240
ALOX5	5-LOX	240
ALOX5	5LPG	240
ALOX5	LOG5	240
ALOX5AP	ALOX5AP	241
ALOX5AP	FLAP	241
ALOX12B	ALOX12B	242
ALOX12B	12R-LOX	242
ALOX12B	ARCI2	242
ALOX15	ALOX15	246
ALOX15	15-LOX	246
ALOX15	15-LOX-1	246
ALOX15	LOG15	246
ALOX15B	ALOX15B	247
ALOX15B	15-LOX-2	247
ALPI	ALPI	248
ALPL	ALPL	249
ALPL	AP-TNAP	249
ALPL	APTNAP	249
ALPL	HOPS	249
ALPL	TNALP	249
ALPL	TNAP	249
ALPL	TNSALP	249
ALPP	ALPP	250
ALPP	PALP	250
ALPPL2	ALPPL2	251
ALPPL2	ALPG	251
ALPPL2	ALPPL	251
ALX3	ALX3	257
ALX3	FND	257
ALX3	FND1	257
AMBN	AMBN	258
AMBN	AI1F	258
AMBP	AMBP	259
AMBP	A1M	259
AMBP	EDC1	259
AMBP	HI30	259
AMBP	IATIL	259
AMBP	ITI	259
AMBP	ITIL	259
AMBP	ITILC	259
AMBP	UTI	259
AMD1	AMD1	262
AMD1	ADOMETDC	262
AMD1	AMD	262
AMD1	SAMDC	262
AMELX	AMELX	265
AMELX	AI1E	265
AMELX	AIH1	265
AMELX	ALGN	265
AMELX	AMG	265
AMELX	AMGX	265
AMELY	AMELY	266
AMELY	AMGY	266
AMFR	AMFR	267
AMFR	GP78	267
AMFR	RNF45	267
AMH	AMH	268
AMH	MIS	268
AMHR2	AMHR2	269
AMHR2	AMHR	269
AMHR2	MISR2	269
AMHR2	MISRII	269
AMHR2	MRII	269
AMPD1	AMPD1	270
AMPD1	MMDD	270
AMPD2	AMPD2	271
AMPD2	PCH9	271
AMPD2	SPG63	271
AMPD3	AMPD3	272
AMPH	AMPH	273
AMPH	AMPH1	273
BIN1	BIN1	274
BIN1	AMPH2	274
BIN1	AMPHL	274
BIN1	CNM2	274
BIN1	SH3P9	274
AMT	AMT	275
AMT	GCST	275
AMT	GCVT	275
AMY1A	AMY1A	276
AMY1B	AMY1B	277
AMY1C	AMY1C	278
AMY2A	AMY2A	279
AMY2B	AMY2B	280
AMY2B	AMY3	280
AMY2B	HXA	280
ANG	ANG	283
ANG	ALS9	283
ANG	HEL168	283
ANG	RAA1	283
ANG	RNASE5	283
ANGPT1	ANGPT1	284
ANGPT1	AGPT	284
ANGPT2	ANGPT2	285
ANGPT2	AGPT2	285
ANK1	ANK1	286
ANK1	SPH1	286
ANK2	ANK2	287
ANK2	ANK-2	287
ANK2	LQT4	287
ANK2	brank-2	287
ANK3	ANK3	288
ANK3	ANKYRIN-G	288
ANK3	MRT37	288
ANPEP	ANPEP	290
ANPEP	APN	290
ANPEP	CD13	290
ANPEP	PEPN	290
SLC25A4	SLC25A4	291
SLC25A4	ANT 1	291
SLC25A4	MTDPS12	291
SLC25A4	MTDPS12A	291
SLC25A4	PEO2	291
SLC25A4	PEO3	291
SLC25A4	PEOA2	291
SLC25A5	SLC25A5	292
SLC25A5	ANT2	292
SLC25A5	T3	292
SLC25A6	SLC25A6	293
SLC25A6	AAC3	293
SLC25A6	ANT 2	293
SLC25A6	ANT 3	293
SLC25A6	ANT3	293
SLC25A6	ANT3Y	293
ANXA1	ANXA1	301
ANXA1	ANX1	301
ANXA2	ANXA2	302
ANXA2	ANX2	302
ANXA2	ANX2L4	302
ANXA2	CAL1H	302
ANXA2	HEL-S-270	302
ANXA2	LPC2	302
ANXA2	LPC2D	302
ANXA2	P36	302
ANXA2	PAP-IV	302
ANXA3	ANXA3	306
ANXA3	ANX3	306
ANXA4	ANXA4	307
ANXA4	ANX4	307
ANXA4	HEL-S-274	307
ANXA4	P32.5	307
ANXA4	PIG28	307
ANXA4	PP4-X	307
ANXA4	ZAP36	307
ANXA5	ANXA5	308
ANXA5	ANX5	308
ANXA5	ENX2	308
ANXA5	HEL-S-7	308
ANXA5	RPRGL3	308
ANXA6	ANXA6	309
ANXA6	ANX6	309
ANXA6	CBP68	309
ANXA7	ANXA7	310
ANXA7	ANX7	310
ANXA7	SNX	310
ANXA7	SYNEXIN	310
ANXA11	ANXA11	311
ANXA11	ALS23	311
ANXA11	ANX11	311
ANXA11	CAP-50	311
ANXA11	CAP50	311
ANXA13	ANXA13	312
ANXA13	ANX13	312
ANXA13	ISA	312
AOAH	AOAH	313
AOC2	AOC2	314
AOC2	DAO2	314
AOC2	RAO	314
AOX1	AOX1	316
AOX1	AO	316
AOX1	AOH1	316
APAF1	APAF1	317
APAF1	APAF-1	317
NUDT2	NUDT2	318
NUDT2	APAH1	318
APOF	APOF	319
APOF	Apo-F	319
APOF	LTIP	319
APBA1	APBA1	320
APBA1	D9S411E	320
APBA1	MINT1	320
APBA1	X11	320
APBA1	X11A	320
APBA1	X11ALPHA	320
APBA2	APBA2	321
APBA2	D15S1518E	321
APBA2	HsT16821	321
APBA2	LIN-10	321
APBA2	MGC:14091	321
APBA2	MINT2	321
APBA2	X11-BETA	321
APBA2	X11L	321
APBB1	APBB1	322
APBB1	FE65	322
APBB1	MGC:9072	322
APBB1	RIR	322
APBB2	APBB2	323
APBB2	FE65L	323
APBB2	FE65L1	323
APC	APC	324
APC	BTPS2	324
APC	DP2.5	324
APC	PPP1R46	324
APCS	APCS	325
APCS	HEL-S-92n	325
AIRE	AIRE	326
AIRE	AIRE1	326
AIRE	APECED	326
AIRE	APSI	326
AIRE	PGA1	326
APEH	APEH	327
APEH	AARE	327
APEH	ACPH	327
APEH	APH	327
APEH	D3S48E	327
APEH	OPH	327
APEX1	APEX1	328
APEX1	APE1	328
APEX1	APEN	328
APEX1	APEX	328
APEX1	APX	328
BIRC2	BIRC2	329
BIRC2	API1	329
BIRC2	HIAP2	329
BIRC2	Hiap-2	329
BIRC2	MIHB	329
BIRC2	RNF48	329
BIRC2	c-IAP1	329
BIRC2	cIAP1	329
BIRC3	BIRC3	330
BIRC3	API2	330
BIRC3	CIAP2	330
BIRC3	HAIP1	330
BIRC3	HIAP1	330
BIRC3	MALT2	330
BIRC3	RNF49	330
BIRC3	c-IAP2	330
XIAP	XIAP	331
XIAP	API3	331
XIAP	BIRC4	331
XIAP	IAP-3	331
XIAP	ILP1	331
XIAP	MIHA	331
XIAP	XLP2	331
XIAP	hIAP-3	331
XIAP	hIAP3	331
BIRC5	BIRC5	332
BIRC5	API4	332
APLP1	APLP1	333
APLP1	APLP	333
APLP2	APLP2	334
APLP2	APLP-2	334
APLP2	APPH	334
APLP2	CDEBP	334
APOA1	APOA1	335
APOA1	apo(a)	335
APOA2	APOA2	336
APOA2	Apo-AII	336
APOA2	ApoA-II	336
APOA2	apoAII	336
APOA4	APOA4	337
APOB	APOB	338
APOB	FLDB	338
APOB	LDLCQ4	338
APOB	apoB-100	338
APOB	apoB-48	338
APOBEC1	APOBEC1	339
APOBEC1	APOBEC-1	339
APOBEC1	BEDP	339
APOBEC1	CDAR1	339
APOBEC1	HEPR	339
APOC1	APOC1	341
APOC1	Apo-CI	341
APOC1	ApoC-I	341
APOC1	apo-CIB	341
APOC1	apoC-IB	341
AQP8	AQP8	343
AQP8	AQP-8	343
APOC2	APOC2	344
APOC2	APO-CII	344
APOC2	APOC-II	344
APOC3	APOC3	345
APOC3	APOCIII	345
APOC4	APOC4	346
APOC4	APO-CIV	346
APOC4	APOC-IV	346
APOD	APOD	347
APOE	APOE	348
APOE	APO-E	348
APOE	ApoE4	348
APOE	LDLCQ5	348
APOE	LPG	348
APOH	APOH	350
APOH	B2G1	350
APOH	B2GP1	350
APP	APP	351
APP	AAA	351
APP	ABETA	351
APP	ABPP	351
APP	AD1I	351
APP	CTFgamma	351
APP	CVAP	351
APP	PN2	351
APP	preA4	351
APRT	APRT	353
APRT	AMPD	353
KLK3	KLK3	354
KLK3	KLK2A1	354
KLK3	hK3	354
FAS	FAS	355
FAS	ALPS1A	355
FAS	APO-1	355
FAS	CD951	355
FAS	FASTM	355
FAS	TNFRSF6	355
FASLG	FASLG	356
FASLG	ALPS1B	356
FASLG	APT1LG1	356
FASLG	APTL	356
FASLG	CD178	356
FASLG	CD95-L	356
FASLG	CD95L	356
FASLG	FASL	356
FASLG	TNFSF6	356
FASLG	TNLG1A	356
SHROOM2	SHROOM2	357
SHROOM2	APXL	357
SHROOM2	HSAPXL	357
AQP1	AQP1	358
AQP1	AQP-CHIP	358
AQP1	CHIP28	358
AQP1	CO	358
AQP2	AQP2	359
AQP2	AQP-CD	359
AQP2	WCH-CD	359
AQP3	AQP3	360
AQP3	AQP-3	360
AQP3	GIL	360
AQP4	AQP4	361
AQP4	MIWC	361
AQP4	WCH4	361
AQP5	AQP5	362
AQP5	AQP-5	362
AQP5	PPKB	362
AQP6	AQP6	363
AQP6	AQP2L	363
AQP7	AQP7	364
AQP7	AQP7L	364
AQP7	AQPap	364
AQP7	GLYCQTL	364
AQP9	AQP9	366
AQP9	AQP-9	366
AQP9	HsT17287	366
AQP9	SSC1	366
AQP9	T17287	366
AR	AR	367
AR	AIS8	367
AR	DHTR	367
AR	HUMARA	367
AR	HYSP1	367
AR	KD	367
AR	NR3C4	367
AR	SBMA	367
AR	SMAX1	367
AR	TFM	367
ABCC6	ABCC6	368
ABCC6	ABC34	368
ABCC6	EST349056	368
ABCC6	GACI2	368
ABCC6	MOAT-E	368
ABCC6	MOATE	368
ABCC6	PXE	368
ABCC6	PXE1	368
ABCC6	URG7	368
ARAF	ARAF	369
ARAF	A-RAF1	369
ARAF	PKS2	369
ARAF	RAFA1	369
ARCN1	ARCN1	372
ARCN1	COPD	372
ARCN1	SRMMD	372
TRIM23	TRIM23	373
TRIM23	ARFD1	373
TRIM23	RNF46	373
AREG	AREG	374
AREG	CRDGF	374
AREG	SDGF	374
ARF1	ARF1	375
ARF3	ARF3	377
ARF4	ARF4	378
ARF4	ARF2	378
ARL4D	ARL4D	379
ARL4D	ARF4L	379
ARF5	ARF5	381
ARF6	ARF6	382
ARG1	ARG1	383
ARG2	ARG2	384
RHOA	RHOA	387
RHOA	ARH12	387
RHOA	ARHA	387
RHOA	RHO12	387
RHOA	RHOH12	387
RHOB	RHOB	388
RHOB	ARH6	388
RHOB	ARHB	388
RHOB	MST081	388
RHOB	MSTP081	388
RHOB	RHOH6	388
RHOC	RHOC	389
RHOC	ARH9	389
RHOC	ARHC	389
RHOC	RHOH9	389
RND3	RND3	390
RND3	ARHE	390
RND3	Rho8	390
RND3	RhoE	390
RND3	memB	390
RHOG	RHOG	391
RHOG	ARHG	391
ARHGAP1	ARHGAP1	392
ARHGAP1	CDC42GAP	392
ARHGAP1	RHOGAP	392
ARHGAP1	RHOGAP1	392
ARHGAP1	p50rhoGAP	392
ARHGAP4	ARHGAP4	393
ARHGAP4	RGC1	393
ARHGAP4	RhoGAP4	393
ARHGAP4	SrGAP4	393
ARHGAP4	p115	393
ARHGAP5	ARHGAP5	394
ARHGAP5	GFI2	394
ARHGAP5	RhoGAP5	394
